# Time-averaged data for fix rdf_PO_save
# TimeStep Number-of-rows
# Row c_rdf_PO[1] c_rdf_PO[2] c_rdf_PO[3]
44000 100
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0.257009 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0.126385 0.00787037
20 1.17 0.211052 0.0138889
21 1.23 0.183709 0.0196759
22 1.29 0.848219 0.0490741
23 1.35 1.45173 0.104167
24 1.41 4.12129 0.274769
25 1.47 9.03879 0.681481
26 1.53 10.5803 1.19722
27 1.59 8.0427 1.6206
28 1.65 6.23574 1.97407
29 1.71 4.30353 2.23611
30 1.77 2.50506 2.39954
31 1.83 1.67333 2.5162
32 1.89 1.13897 2.60093
33 1.95 0.798295 2.66412
34 2.01 0.932742 2.74259
35 2.07 0.781108 2.81227
36 2.13 0.85507 2.89306
37 2.19 0.414972 2.93449
38 2.25 0.680805 3.00625
39 2.31 0.385486 3.04907
40 2.37 0.567972 3.11551
41 2.43 0.547897 3.18287
42 2.49 0.358587 3.22917
43 2.55 0.755723 3.33148
44 2.61 0.729539 3.43495
45 2.67 0.74864 3.54606
46 2.73 0.480339 3.6206
47 2.79 0.585595 3.71551
48 2.85 0.667975 3.82847
49 2.91 0.639383 3.9412
50 2.97 0.477695 4.02894
51 3.03 0.577625 4.13935
52 3.09 0.936125 4.32546
53 3.15 0.797825 4.49028
54 3.21 0.548119 4.60787
55 3.27 0.713293 4.76667
56 3.33 1.03977 5.00671
57 3.39 0.930617 5.2294
58 3.45 1.06483 5.49329
59 3.51 1.09554 5.77431
60 3.57 1.12538 6.07292
61 3.63 1.25637 6.41759
62 3.69 1.24019 6.76921
63 3.75 1.31569 7.1544
64 3.81 1.17554 7.50972
65 3.87 1.4261 7.9544
66 3.93 1.41307 8.4088
67 3.99 1.47769 8.89861
68 4.05 1.19231 9.30579
69 4.11 1.48678 9.8287
70 4.17 1.52564 10.381
71 4.23 1.39805 10.9019
72 4.29 1.19493 11.3597
73 4.35 1.40071 11.9116
74 4.41 1.3789 12.4699
75 4.47 1.30256 13.0118
76 4.53 1.39785 13.609
77 4.59 1.42798 14.2354
78 4.65 1.47276 14.8984
79 4.71 1.38318 15.5373
80 4.77 1.3609 16.1819
81 4.83 1.39111 16.8576
82 4.89 1.36605 17.5377
83 4.95 1.37856 18.241
84 5.01 1.31497 18.9282
85 5.07 1.16877 19.5537
86 5.13 1.34051 20.2882
87 5.19 1.52638 21.1442
88 5.25 1.38044 21.9363
89 5.31 1.34103 22.7236
90 5.37 1.21216 23.4514
91 5.43 1.32465 24.2646
92 5.49 1.30331 25.0824
93 5.55 1.43332 26.0016
94 5.61 1.42331 26.9343
95 5.67 1.51023 27.9451
96 5.73 1.43575 28.9266
97 5.79 1.45331 29.941
98 5.85 1.36156 30.9111
99 5.91 1.40984 31.9363
100 5.97 1.38659 32.9653
90400 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.263723 0.00416667
16 0.93 0.0256415 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.186353 0.0099537
21 1.23 0.227279 0.0171296
22 1.29 0.939789 0.0497685
23 1.35 1.68589 0.113889
24 1.41 3.82738 0.272685
25 1.47 8.13619 0.639583
26 1.53 12.4052 1.2456
27 1.59 7.52506 1.64259
28 1.65 5.86307 1.97569
29 1.71 4.08563 2.225
30 1.77 2.74048 2.40417
31 1.83 1.41772 2.50324
32 1.89 1.36329 2.60486
33 1.95 0.732227 2.66296
34 2.01 1.0873 2.75463
35 2.07 0.497108 2.79907
36 2.13 0.841065 2.8787
37 2.19 0.71011 2.94977
38 2.25 0.563143 3.00926
39 2.31 0.51349 3.06644
40 2.37 0.446327 3.11875
41 2.43 0.516633 3.18241
42 2.49 0.570771 3.25625
43 2.55 0.641446 3.34329
44 2.61 0.757238 3.45093
45 2.67 0.605333 3.54097
46 2.73 0.42422 3.60694
47 2.79 0.627056 3.7088
48 2.85 0.600941 3.81065
49 2.91 0.564591 3.91042
50 2.97 0.583562 4.01782
51 3.03 0.745554 4.16065
52 3.09 0.815603 4.32315
53 3.15 0.690919 4.4662
54 3.21 0.620153 4.59954
55 3.27 0.646318 4.74375
56 3.33 1.02245 4.98032
57 3.39 1.05314 5.23287
58 3.45 1.00102 5.48148
59 3.51 1.08682 5.76088
60 3.57 1.13507 6.06273
61 3.63 1.25864 6.4088
62 3.69 1.29295 6.77616
63 3.75 1.26853 7.14838
64 3.81 1.24263 7.52477
65 3.87 1.38661 7.9581
66 3.93 1.46456 8.43009
67 3.99 1.36159 8.88241
68 4.05 1.3784 9.35417
69 4.11 1.34892 9.82963
70 4.17 1.51517 10.3794
71 4.23 1.33797 10.8789
72 4.29 1.18567 11.3343
73 4.35 1.48445 11.9204
74 4.41 1.40951 12.4924
75 4.47 1.3886 13.0713
76 4.53 1.40504 13.6729
77 4.59 1.47963 14.3234
78 4.65 1.25596 14.89
79 4.71 1.27168 15.4787
80 4.77 1.50661 16.194
81 4.83 1.34149 16.847
82 4.89 1.44702 17.569
83 4.95 1.21881 18.1921
84 5.01 1.46867 18.9613
85 5.07 1.10054 19.5516
86 5.13 1.3249 20.2792
87 5.19 1.55187 21.1514
88 5.25 1.2606 21.8764
89 5.31 1.28735 22.6338
90 5.37 1.28763 23.4086
91 5.43 1.26683 24.188
92 5.49 1.30665 25.0097
93 5.55 1.40963 25.9157
94 5.61 1.44066 26.8618
95 5.67 1.50728 27.8729
96 5.73 1.53061 28.9215
97 5.79 1.38061 29.8873
98 5.85 1.36408 30.8613
99 5.91 1.29682 31.8065
100 5.97 1.45888 32.8914
90500 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.293331 0.00462963
16 0.93 0 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.162219 0.00925926
21 1.23 0.227504 0.0164352
22 1.29 0.92748 0.0486111
23 1.35 1.56576 0.108102
24 1.41 4.22241 0.283102
25 1.47 8.96176 0.686806
26 1.53 10.0609 1.17778
27 1.59 8.5035 1.62593
28 1.65 6.29757 1.98333
29 1.71 3.99498 2.22685
30 1.77 2.53077 2.39213
31 1.83 1.41919 2.4912
32 1.89 1.43 2.59769
33 1.95 0.66584 2.65046
34 2.01 1.00051 2.73472
35 2.07 0.85522 2.81111
36 2.13 0.709832 2.87824
37 2.19 0.615888 2.93981
38 2.25 0.79407 3.02361
39 2.31 0.451594 3.07384
40 2.37 0.334121 3.11296
41 2.43 0.735339 3.20347
42 2.49 0.447762 3.26134
43 2.55 0.671175 3.35231
44 2.61 0.59339 3.43657
45 2.67 0.637115 3.53125
46 2.73 0.512575 3.61088
47 2.79 0.681933 3.72153
48 2.85 0.567391 3.81759
49 2.91 0.483909 3.90301
50 2.97 0.615628 4.0162
51 3.03 0.817684 4.17269
52 3.09 0.847884 4.34144
53 3.15 0.549528 4.45509
54 3.21 0.778134 4.62222
55 3.27 0.597174 4.75532
56 3.33 1.12164 5.01458
57 3.39 0.890965 5.22801
58 3.45 1.0767 5.49514
59 3.51 1.04471 5.76343
60 3.57 1.21728 6.08681
61 3.63 1.25828 6.43241
62 3.69 1.13531 6.75463
63 3.75 1.32908 7.14421
64 3.81 1.22788 7.51574
65 3.87 1.40958 7.95579
66 3.93 1.3755 8.39861
67 3.99 1.28491 8.825
68 4.05 1.52473 9.3463
69 4.11 1.41018 9.84282
70 4.17 1.40501 10.3521
71 4.23 1.35428 10.8572
72 4.29 1.26657 11.3431
73 4.35 1.48365 11.9282
74 4.41 1.36761 12.4826
75 4.47 1.48843 13.1025
76 4.53 1.53531 13.7593
77 4.59 1.55869 14.4437
78 4.65 1.15612 14.9648
79 4.71 1.31409 15.5725
80 4.77 1.40764 16.24
81 4.83 1.37907 16.9106
82 4.89 1.32965 17.5734
83 4.95 1.21649 18.1947
84 5.01 1.34016 18.8958
85 5.07 1.24858 19.5648
86 5.13 1.34783 20.3042
87 5.19 1.43888 21.112
88 5.25 1.26516 21.8389
89 5.31 1.25879 22.5787
90 5.37 1.33209 23.3794
91 5.43 1.30434 24.181
92 5.49 1.35004 25.0292
93 5.55 1.38445 25.9181
94 5.61 1.48486 26.8921
95 5.67 1.43494 27.8537
96 5.73 1.46932 28.8593
97 5.79 1.54039 29.9356
98 5.85 1.38467 30.9234
99 5.91 1.19136 31.7907
100 5.97 1.53522 32.9313
90600 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.293373 0.00462963
16 0.93 0 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0 0.00462963
21 1.23 0.293606 0.0138889
22 1.29 0.940927 0.0465278
23 1.35 1.304 0.0960648
24 1.41 5.01616 0.303935
25 1.47 9.76984 0.743981
26 1.53 9.17054 1.19144
27 1.59 7.97759 1.61181
28 1.65 6.43711 1.97708
29 1.71 3.28534 2.17731
30 1.77 2.83597 2.3625
31 1.83 1.73776 2.4838
32 1.89 1.28719 2.57963
33 1.95 0.870385 2.64861
34 2.01 0.951159 2.7287
35 2.07 0.720571 2.79306
36 2.13 0.920432 2.88009
37 2.19 0.548845 2.93495
38 2.25 0.66912 3.00556
39 2.31 0.649397 3.07778
40 2.37 0.460717 3.13171
41 2.43 0.590596 3.2044
42 2.49 0.467552 3.26481
43 2.55 0.62343 3.34931
44 2.61 0.650545 3.44167
45 2.67 0.669931 3.5412
46 2.73 0.603553 3.63495
47 2.79 0.582142 3.7294
48 2.85 0.549702 3.82245
49 2.91 0.603331 3.92894
50 2.97 0.531356 4.02662
51 3.03 0.711337 4.16273
52 3.09 0.815432 4.325
53 3.15 0.625721 4.4544
54 3.21 0.815968 4.62963
55 3.27 0.723978 4.79097
56 3.33 0.896443 4.99815
57 3.39 0.946179 5.22477
58 3.45 0.996604 5.47199
59 3.51 1.19091 5.77778
60 3.57 1.18869 6.09352
61 3.63 1.40006 6.47801
62 3.69 1.09876 6.78981
63 3.75 1.0876 7.10856
64 3.81 1.32216 7.50856
65 3.87 1.42832 7.9544
66 3.93 1.33758 8.38495
67 3.99 1.17975 8.77639
68 4.05 1.52155 9.29653
69 4.11 1.4301 9.8
70 4.17 1.47868 10.3359
71 4.23 1.47552 10.8861
72 4.29 1.24864 11.365
73 4.35 1.49501 11.9546
74 4.41 1.51515 12.5687
75 4.47 1.40692 13.1546
76 4.53 1.38992 13.7491
77 4.59 1.52042 14.4167
78 4.65 1.31553 15.0095
79 4.71 1.4189 15.6655
80 4.77 1.34242 16.3021
81 4.83 1.15455 16.8634
82 4.89 1.30661 17.5146
83 4.95 1.30595 18.1815
84 5.01 1.28504 18.8537
85 5.07 1.32308 19.5625
86 5.13 1.33747 20.2961
87 5.19 1.3995 21.0817
88 5.25 1.23632 21.7919
89 5.31 1.37911 22.6023
90 5.37 1.2098 23.3294
91 5.43 1.41941 24.2016
92 5.49 1.41068 25.0877
93 5.55 1.35977 25.9606
94 5.61 1.3559 26.85
95 5.67 1.41684 27.7993
96 5.73 1.50504 28.8292
97 5.79 1.5267 29.8958
98 5.85 1.48548 30.9553
99 5.91 1.1769 31.812
100 5.97 1.41296 32.8616
90700 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.294458 0.00462963
16 0.93 0 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0 0.00462963
21 1.23 0.368521 0.0162037
22 1.29 0.55565 0.0354167
23 1.35 1.71281 0.100231
24 1.41 4.43995 0.283565
25 1.47 9.7548 0.721296
26 1.53 9.10381 1.16389
27 1.59 8.83596 1.62778
28 1.65 6.47383 1.99375
29 1.71 3.34333 2.19676
30 1.77 2.48682 2.35856
31 1.83 1.83102 2.48588
32 1.89 1.41664 2.59097
33 1.95 0.744646 2.64977
34 2.01 1.06236 2.73889
35 2.07 0.728324 2.8037
36 2.13 0.732144 2.87269
37 2.19 0.655316 2.93796
38 2.25 0.660744 3.00741
39 2.31 0.612027 3.07523
40 2.37 0.504208 3.13403
41 2.43 0.543775 3.20069
42 2.49 0.456548 3.25949
43 2.55 0.620695 3.34329
44 2.61 0.695283 3.44167
45 2.67 0.785205 3.55787
46 2.73 0.631119 3.65556
47 2.79 0.442606 3.72708
48 2.85 0.67926 3.84167
49 2.91 0.52519 3.93403
50 2.97 0.527104 4.03056
51 3.03 0.755282 4.17454
52 3.09 0.749562 4.32315
53 3.15 0.729068 4.47338
54 3.21 0.750974 4.63403
55 3.27 0.788122 4.80903
56 3.33 0.832366 5.00069
57 3.39 0.952609 5.22801
58 3.45 1.01625 5.47917
59 3.51 1.20246 5.78681
60 3.57 1.38307 6.15278
61 3.63 1.31626 6.51296
62 3.69 0.972656 6.78796
63 3.75 1.109 7.11181
64 3.81 1.31861 7.50926
65 3.87 1.26006 7.90116
66 3.93 1.44726 8.36528
67 3.99 1.22345 8.76968
68 4.05 1.52173 9.28796
69 4.11 1.32852 9.75394
70 4.17 1.55512 10.3155
71 4.23 1.43978 10.8505
72 4.29 1.43519 11.3988
73 4.35 1.57947 12.0194
74 4.41 1.4094 12.5887
75 4.47 1.48711 13.2056
76 4.53 1.30696 13.7625
77 4.59 1.29954 14.331
78 4.65 1.37342 14.9477
79 4.71 1.46279 15.6215
80 4.77 1.34108 16.2551
81 4.83 1.27459 16.8725
82 4.89 1.24753 17.4919
83 4.95 1.30941 18.1581
84 5.01 1.25026 18.8097
85 5.07 1.33397 19.5218
86 5.13 1.39323 20.2831
87 5.19 1.41514 21.0745
88 5.25 1.26277 21.7972
89 5.31 1.31574 22.5676
90 5.37 1.20772 23.2907
91 5.43 1.31646 24.0968
92 5.49 1.59702 25.0963
93 5.55 1.34287 25.9551
94 5.61 1.45635 26.9067
95 5.67 1.35085 27.8086
96 5.73 1.4396 28.79
97 5.79 1.59188 29.8981
98 5.85 1.44861 30.9275
99 5.91 1.26338 31.8437
100 5.97 1.29357 32.8012
90800 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.103357 0.00162037
16 0.93 0.167726 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.163145 0.00925926
21 1.23 0.29524 0.0185185
22 1.29 0.644199 0.0407407
23 1.35 1.31138 0.0902778
24 1.41 4.3703 0.27037
25 1.47 10.1494 0.725
26 1.53 9.94175 1.20741
27 1.59 8.45914 1.65069
28 1.65 6.21078 2.00116
29 1.71 3.49848 2.21319
30 1.77 2.39537 2.36875
31 1.83 1.60082 2.47986
32 1.89 1.53812 2.59375
33 1.95 0.793048 2.65625
34 2.01 1.11675 2.74977
35 2.07 0.852316 2.82546
36 2.13 0.536616 2.87593
37 2.19 0.651996 2.94074
38 2.25 0.617751 3.00556
39 2.31 0.590163 3.07083
40 2.37 0.566684 3.13681
41 2.43 0.669552 3.21875
42 2.49 0.446717 3.27616
43 2.55 0.532451 3.34792
44 2.61 0.609945 3.43403
45 2.67 0.797416 3.55185
46 2.73 0.6623 3.65417
47 2.79 0.523737 3.73866
48 2.85 0.6091 3.8412
49 2.91 0.465557 3.92292
50 2.97 0.683729 4.04792
51 3.03 0.697064 4.18056
52 3.09 0.672608 4.31366
53 3.15 0.758643 4.46968
54 3.21 0.817217 4.64421
55 3.27 0.683106 4.7956
56 3.33 0.959853 5.0162
57 3.39 0.872751 5.22407
58 3.45 0.99744 5.47014
59 3.51 1.42775 5.83472
60 3.57 1.29877 6.17778
61 3.63 1.16546 6.49606
62 3.69 1.03431 6.78796
63 3.75 1.06504 7.09838
64 3.81 1.21566 7.46412
65 3.87 1.33267 7.87778
66 3.93 1.45199 8.34259
67 3.99 1.4129 8.8088
68 4.05 1.40613 9.28681
69 4.11 1.36464 9.76458
70 4.17 1.41628 10.275
71 4.23 1.48931 10.8273
72 4.29 1.45164 11.381
73 4.35 1.49037 11.9655
74 4.41 1.53044 12.5824
75 4.47 1.46566 13.1894
76 4.53 1.3818 13.7771
77 4.59 1.27287 14.3329
78 4.65 1.31721 14.9231
79 4.71 1.40661 15.5699
80 4.77 1.41077 16.2352
81 4.83 1.21898 16.8245
82 4.89 1.42688 17.5317
83 4.95 1.18922 18.1356
84 5.01 1.1979 18.7588
85 5.07 1.29566 19.4491
86 5.13 1.40431 20.215
87 5.19 1.48652 21.0449
88 5.25 1.38337 21.8352
89 5.31 1.31704 22.6049
90 5.37 1.17045 23.3044
91 5.43 1.41369 24.1683
92 5.49 1.32778 24.9977
93 5.55 1.4663 25.9338
94 5.61 1.39865 26.8461
95 5.67 1.42883 27.7981
96 5.73 1.43042 28.7715
97 5.79 1.54858 29.8475
98 5.85 1.44739 30.8741
99 5.91 1.39252 31.8822
100 5.97 1.23189 32.7921
90900 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0.258259 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.244865 0.0115741
21 1.23 0.369093 0.0231481
22 1.29 0.503436 0.0405093
23 1.35 1.05419 0.0803241
24 1.41 4.23683 0.254861
25 1.47 10.3903 0.720139
26 1.53 10.4652 1.22778
27 1.59 8.56324 1.67639
28 1.65 5.97459 2.01343
29 1.71 3.48407 2.22454
30 1.77 2.40318 2.38056
31 1.83 1.42116 2.47917
32 1.89 1.49477 2.58981
33 1.95 0.87554 2.6588
34 2.01 0.992709 2.7419
35 2.07 0.818612 2.81458
36 2.13 0.613211 2.87222
37 2.19 0.67776 2.93958
38 2.25 0.624546 3.00509
39 2.31 0.730679 3.08588
40 2.37 0.529043 3.14745
41 2.43 0.584607 3.21898
42 2.49 0.477499 3.28032
43 2.55 0.63572 3.36597
44 2.61 0.45753 3.43056
45 2.67 0.861913 3.55787
46 2.73 0.560546 3.64444
47 2.79 0.572747 3.73681
48 2.85 0.642329 3.84491
49 2.91 0.597615 3.94977
50 2.97 0.540795 4.04861
51 3.03 0.638811 4.17014
52 3.09 0.75123 4.31875
53 3.15 0.722835 4.46736
54 3.21 0.826187 4.64375
55 3.27 0.69477 4.79769
56 3.33 0.808961 4.98356
57 3.39 0.92455 5.2037
58 3.45 1.2306 5.50718
59 3.51 1.32385 5.84514
60 3.57 1.09488 6.13426
61 3.63 1.14457 6.44676
62 3.69 1.21108 6.78843
63 3.75 1.15675 7.12546
64 3.81 1.14444 7.46968
65 3.87 1.16448 7.83102
66 3.93 1.47265 8.30231
67 3.99 1.40419 8.76551
68 4.05 1.48286 9.26944
69 4.11 1.58266 9.82338
70 4.17 1.2027 10.2567
71 4.23 1.54166 10.8282
72 4.29 1.44045 11.3775
73 4.35 1.36979 11.9146
74 4.41 1.46423 12.5046
75 4.47 1.50638 13.1282
76 4.53 1.49442 13.7637
77 4.59 1.38244 14.3671
78 4.65 1.27009 14.9361
79 4.71 1.36122 15.5618
80 4.77 1.35566 16.2009
81 4.83 1.31893 16.8384
82 4.89 1.25164 17.4586
83 4.95 1.31179 18.1245
84 5.01 1.24595 18.7725
85 5.07 1.29597 19.4627
86 5.13 1.3581 20.2032
87 5.19 1.40891 20.9896
88 5.25 1.48276 21.8363
89 5.31 1.33327 22.6153
90 5.37 1.24215 23.3574
91 5.43 1.33223 24.1713
92 5.49 1.35409 25.0169
93 5.55 1.29297 25.8421
94 5.61 1.42745 26.7729
95 5.67 1.46648 27.7498
96 5.73 1.54491 28.8007
97 5.79 1.39731 29.7713
98 5.85 1.41581 30.7752
99 5.91 1.35236 31.7539
100 5.97 1.394 32.7833
91000 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0.257567 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0.0271534 0.00532407
20 1.17 0.301073 0.0138889
21 1.23 0.301891 0.0233796
22 1.29 0.548948 0.0423611
23 1.35 1.149 0.0858796
24 1.41 4.42682 0.26875
25 1.47 9.12585 0.678472
26 1.53 10.8845 1.20787
27 1.59 8.67283 1.66343
28 1.65 5.99904 2.00278
29 1.71 3.749 2.23056
30 1.77 2.51761 2.39444
31 1.83 1.50712 2.49931
32 1.89 0.976436 2.57176
33 1.95 0.920113 2.64444
34 2.01 1.10034 2.73681
35 2.07 0.81887 2.80972
36 2.13 0.741678 2.87963
37 2.19 0.5947 2.93889
38 2.25 0.620638 3.00417
39 2.31 0.730928 3.08519
40 2.37 0.555291 3.15
41 2.43 0.483082 3.20926
42 2.49 0.575028 3.28333
43 2.55 0.676811 3.37477
44 2.61 0.498779 3.44537
45 2.67 0.779979 3.56088
46 2.73 0.686071 3.66713
47 2.79 0.581178 3.76111
48 2.85 0.609071 3.86389
49 2.91 0.497444 3.95139
50 2.97 0.496344 4.04236
51 3.03 0.776653 4.19051
52 3.09 0.725822 4.33449
53 3.15 0.714218 4.48171
54 3.21 0.7645 4.64537
55 3.27 0.7149 4.80417
56 3.33 0.837807 4.99722
57 3.39 0.95114 5.22431
58 3.45 1.14395 5.50718
59 3.51 1.22282 5.82014
60 3.57 0.999245 6.08472
61 3.63 1.3064 6.44236
62 3.69 1.20371 6.78287
63 3.75 1.17102 7.125
64 3.81 1.18434 7.48218
65 3.87 1.14496 7.83843
66 3.93 1.38078 8.28148
67 3.99 1.44947 8.76088
68 4.05 1.56098 9.29282
69 4.11 1.40044 9.78426
70 4.17 1.23598 10.2308
71 4.23 1.47834 10.7803
72 4.29 1.46449 11.3403
73 4.35 1.40792 11.8938
74 4.41 1.43566 12.4738
75 4.47 1.40424 13.0567
76 4.53 1.60232 13.7398
77 4.59 1.34492 14.3285
78 4.65 1.26959 14.8988
79 4.71 1.45302 15.5685
80 4.77 1.27915 16.1731
81 4.83 1.39794 16.8507
82 4.89 1.29725 17.4951
83 4.95 1.36416 18.1896
84 5.01 1.31494 18.8752
85 5.07 1.19324 19.5125
86 5.13 1.28249 20.2137
87 5.19 1.43043 21.0141
88 5.25 1.33857 21.7806
89 5.31 1.41973 22.6123
90 5.37 1.31874 23.4023
91 5.43 1.36755 24.24
92 5.49 1.26509 25.0322
93 5.55 1.3059 25.8678
94 5.61 1.39448 26.7796
95 5.67 1.45121 27.7488
96 5.73 1.4797 28.7581
97 5.79 1.46596 29.7792
98 5.85 1.33426 30.7278
99 5.91 1.39527 31.7403
100 5.97 1.41684 32.7894
91100 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0.256795 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.340762 0.0143519
21 1.23 0.249595 0.0222222
22 1.29 0.727547 0.0474537
23 1.35 1.66986 0.11088
24 1.41 4.34664 0.290972
25 1.47 8.68168 0.681944
26 1.53 10.4106 1.18981
27 1.59 8.47098 1.63611
28 1.65 5.71601 1.96042
29 1.71 4.09124 2.20972
30 1.77 2.93567 2.40139
31 1.83 1.4064 2.49954
32 1.89 1.03244 2.57639
33 1.95 0.774129 2.63773
34 2.01 1.11626 2.73171
35 2.07 0.894385 2.81157
36 2.13 0.63169 2.8713
37 2.19 0.616083 2.93287
38 2.25 0.7241 3.00926
39 2.31 0.530825 3.06829
40 2.37 0.65462 3.14491
41 2.43 0.451485 3.20046
42 2.49 0.630662 3.28194
43 2.55 0.567158 3.3588
44 2.61 0.642497 3.45
45 2.67 0.828986 3.57315
46 2.73 0.724381 3.68565
47 2.79 0.490928 3.76528
48 2.85 0.592163 3.86551
49 2.91 0.413255 3.93843
50 2.97 0.805975 4.08657
51 3.03 0.713867 4.22315
52 3.09 0.68176 4.3588
53 3.15 0.775864 4.51921
54 3.21 0.656546 4.66019
55 3.27 0.618124 4.79792
56 3.33 0.961711 5.02014
57 3.39 0.986938 5.25648
58 3.45 1.0341 5.51296
59 3.51 1.11087 5.79815
60 3.57 1.07994 6.08495
61 3.63 1.39607 6.46829
62 3.69 1.21317 6.8125
63 3.75 1.22838 7.17245
64 3.81 0.961188 7.46319
65 3.87 1.32399 7.87639
66 3.93 1.35145 8.31134
67 3.99 1.49534 8.80741
68 4.05 1.34097 9.26574
69 4.11 1.37841 9.75093
70 4.17 1.39522 10.2565
71 4.23 1.50681 10.8183
72 4.29 1.4734 11.3833
73 4.35 1.33087 11.9081
74 4.41 1.45256 12.4968
75 4.47 1.41884 13.0875
76 4.53 1.33547 13.6586
77 4.59 1.37831 14.2637
78 4.65 1.4632 14.9229
79 4.71 1.33151 15.5384
80 4.77 1.2367 16.1248
81 4.83 1.40903 16.8097
82 4.89 1.42297 17.5188
83 4.95 1.32114 18.1933
84 5.01 1.28923 18.8676
85 5.07 1.34189 19.5863
86 5.13 1.24863 20.2711
87 5.19 1.31684 21.0102
88 5.25 1.34374 21.7819
89 5.31 1.46838 22.6447
90 5.37 1.27588 23.4113
91 5.43 1.39288 24.2671
92 5.49 1.22442 25.0361
93 5.55 1.24966 25.8382
94 5.61 1.4966 26.8197
95 5.67 1.28818 27.6826
96 5.73 1.41733 28.6523
97 5.79 1.4746 29.6824
98 5.85 1.43152 30.7032
99 5.91 1.4029 31.7243
100 5.97 1.44966 32.8009
91200 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0.161654 0.0025463
16 0.93 0.115687 0.00462963
17 0.99 0 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.292508 0.012963
21 1.23 0.499965 0.0287037
22 1.29 0.802027 0.0564815
23 1.35 1.36097 0.108102
24 1.41 3.70371 0.261343
25 1.47 9.00314 0.666204
26 1.53 10.796 1.19213
27 1.59 8.28511 1.62801
28 1.65 5.78152 1.95556
29 1.71 4.28344 2.2162
30 1.77 2.48543 2.37824
31 1.83 1.61762 2.49097
32 1.89 1.31416 2.58866
